"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
comor_unlisted_3addi,presentation,,radio,">-> Any additional other relevant comorbidity(s) ?","1, Yes | 0, No | 99, Unknown",,,,,,[comor_unlisted_2addi]='1',,RH,,,,
comor_unlisted_4item,presentation,,dropdown,"->-> Select additional other relevant comorbidity(s) 5","1, Acute-on-chronic renal failure | 58, Alzheimer's disease | 2, Asplenia | 3, Atrial Fibrillation | 4, Autoimmune Disease | 5, Blood coagulation disorder | 6, Cardiomyopathy | 7, Cerebrovascular Disease | 8, Chronic Haematological Disease | 9, Chronic Infection | 10, Chronic Kidney Disease | 11, Chronic Viral Hepatitis | 12, Chronic heart disease | 13, Chronic inflammatory disorder | 14, Chronic lung disease | 15, Chronic metabolic disorder | 16, Congenital Heart Disease | 17, Congestive Heart Failure | 18, Dementia | 19, Diabetes Mellitus (all types) | 20, Disease of liver | 21, Disorder of lipid metabolism | 22, Disorder of pulmonary circulation | 23, Essential hypertension | 24, Heart valve disorder | 25, Hemiplegia | 26, Human immunodeficiency virus [HIV] disease | 27, Hyperthyroidism | 28, Hypothyroidism | 29, Immunosuppression | 30, Ischaemic Heart Disease | 31, Leukemia | 32, Malignant lymphoma | 33, Metastatic carcinoid tumor Cancer | 34, Moderate or Severe Liver Disease | 35, Moderate or Severe Renal Disease | 36, Multiple Myeloma | 57, Multiple sclerosis | 37, Myocardial Infarction | 38, Neurodegenerative Disorders | 39, Neurological disorder confirmed | 40, Obesity | 55, Osteoarthritis | 41, Paraplegia | 42, Peripheral Vascular Disease | 43, Primary malignant neoplasm | 44, Psychoactive substance use disorder | 45, Rare Diseases and Inborn Errors of Metabolism | 46, Reactive psychoses | 47, Recurrent deep vein thrombosis | 48, Rheumatoid Disorders | 56, Rheumatoid arthritis | 49, Smoking | 50, Solid tumor configuration | 51, Stroke | 52, Transplant present | 53, Tuberculosis | 54, Undifferentiated connective tissue disease | 88, Other",,,,,,[comor_unlisted_3addi]='1',,,,,,
comor_unlisted_4otherl2,presentation,,text,"->-> Specify other relevant comorbidity(s) 5",,,,,,,[comor_unlisted_4item]='88',,,,,,
medic_acthcv,presentation,,radio,"Active Hepatitis C","1, Yes | 0, No | 99, Unknown",,,,,,,,RH,,,,
medic_acthbv,presentation,,radio,"Active Hepatitis B","1, Yes | 0, No | 99, Unknown",,,,,,,,RH,,,,
drug14_antiviral,presentation,"MEDICATION PRIOR TO THIS ADMISSION / PRESENTATION",radio,Antiviral,"1, Yes | 0, No | 99, Unknown",,,,,,,,RH,,,,
drug14_antiviral_type,presentation,,checkbox,Antiviral,"13, Favipiravir |  46, Ribavirin | 88, Other",,,,,,"[drug14_antiviral] = '1'",,RH,,,,
drug14_antiviral_type_otherl2,presentation,,dropdown,"Select Antiviral","1, Aciclovir | 2, Amantadine | 3, Atazanavir | 4, Baloxavir marboxil | 5, Brincidofovir | 6, Bulevirtide | 7, Cidofovir | 8, Darunavir | 9, Dolutegravir | 10, Efavirenz | 11, Emtricitabine | 12, Famciclovir | 13, Favipiravir | 14, Fluoxetine | 15, Ganciclovir | 16, Lamivudine | 17, Laninamivir | 18, Lopinavir/Ritonavir | 19, Molnupiravir | 20, Nirmatrelvir/Retonavir | 21, Oseltamivir | 22, Penciclovir | 23, Peramivir | 24, Pleconaril | 25, Pocapavir | 26, Raltegravir | 27, Remdesivir | 28, Ribavirin | 29, Rimantadine | 30, Tecovirimat | 31, Tenofovir Disoproxil | 32, Tenofovir alafenamide | 33, Umifenovir | 34, Valaciclovir | 35, Valganciclovir | 36, Zalcitabine | 37, Zanamivir | 38, Zidovudine | 88, Other",,,,,,[drug14_antiviral_type(88)]='1',,,,,,
drug14_antiviral_type_otherl3,presentation,,text,"Specify other Antiviral",,,,,,,[drug14_antiviral_type_otherl2]='88',,,,,,
drug14_antiviraldate,presentation,,text,"Antiviral start date",,,date_dmy,,today,,"[drug14_antiviral] = '1'",,,,,,
drug14_antiviralday,presentation,,text,"Number of days antivirals taken",,,number,0,,,"[drug14_antiviral] = '1'",,,,,,
drug14_steroid,presentation,,radio,Corticosteroid,"1, Yes | 0, No | 99, Unknown",,,,,,,,RH,,,,
drug14_steroid_type,presentation,,checkbox,Corticosteroid,"5, Dexamethasone | 14, Prednisolone/ Prednisone | 88, Other",,,,,,[drug14_steroid]='1',,,,,,
drug14_steroid_type_otherl2,presentation,,dropdown,"Select Corticosteroid","1, Beclomethasone | 2, Betamethasone | 3, Budesonide | 4, Cortisone | 5, Dexamethasone | 6, Fludrocortisone | 7, Fluticasone | 8, Hydrocortisone | 9, Methylprednisolone | 10, Mometasone | 11, Prednisolone | 12, Prednisone | 13, Triamcinolone | 88, Other",,,,,,[drug14_steroid_type(88)]='1',,,,,,
drug14_steroid_type_otherl3,presentation,,text,"Specify other Corticosteroid",,,,,,,[drug14_steroid_type_otherl2]='88',,,,,,
drug14_steroid_date,presentation,,text,"Corticoteroid start date",,,date_dmy,,today,,[drug14_steroid]='1',,,,,,
drug14_steroid_day,presentation,,text,"Number of days corticosteroid taken",,,number,0,,,[drug14_steroid]='1',,,,,,
drug14_steroid_dose,presentation,,text,"Dose of corticosteroid",,,number,0,,,[drug14_steroid]='1',,,,,,
drug14_antibiotic,presentation,,radio,Antibiotics,"1, Yes | 0, No | 99, Unknown",,,,,,,,RH,,,,
drug14_antibiotic_type,presentation,,checkbox,Antibiotics,"18, Azithromycin | 31, Ceftriaxone | 111, Vancomycin | 88, Other",,,,,,[drug14_antibiotic]='1',,,,,,
drug14_antibiotic_type_otherl2,presentation,,dropdown,"Select Antibiotics","1, Amikacin | 2, Amoxicillin | 3, Amoxicillin/Beta-lactamase inhibitor | 4, Amphotericin | 5, Ampicillin | 6, Ampicillin/Beta-lactamase inhibitor | 7, Atovaquone | 8, Azithromycin | 9, Aztreonam | 10, Bacampicillin | 11, Bacitracin | 12, Benzathine phenoxymethylpenicillin | 13, Benzylpenicillin | 14, Capreomycin | 15, Carbenicillin indanyl sodium | 16, Caspofungin | 17, Cefaclor | 18, Cefadroxil | 19, Cefalexin | 20, Cefamandole | 21, Cefazolin | 22, Cefdinir | 23, Cefditoren | 24, Cefepime | 25, Cefixime | 26, Cefmetazole | 27, Cefoperazone | 28, Cefotaxime | 29, Cefotetan | 30, Cefoxitin | 31, Cefpodoxime Proxetil | 32, Cefprozil | 33, Ceftaroline Fosamil | 34, Ceftazidime | 35, Ceftazidime/beta-lactamase inhibitor | 36, Ceftibuten | 37, Ceftizoxime | 38, Ceftobiprole Medocaril | 39, Ceftriaxone | 40, Cefuroxime | 41, Cephalexin | 42, Cephalothin | 43, Cephapirin | 44, Cephradine | 45, Chloramphenicol | 46, Cinoxacin | 47, Ciprofloxacin | 48, Clarithromycin | 49, Clindamycin | 50, Cloxacillin | 51, Colistin | 52, Cycloserine | 53, Daptomycin | 54, Demeclocycline | 55, Dicloxacillin | 56, Dirithromycin | 57, Doripenem | 58, Doxycycline | 59, Enoxacin | 60, Ertapenem | 61, Erythromycin | 62, Ethambutol | 63, Flucloxacillin | 64, Fluconazole | 65, Fosfomycin | 66, Fusidic acid | 67, Gatifloxacin | 68, Gemifloxacin | 69, Gentamicin | 70, Grepafloxacin | 71, Imipenem/Cilastatin | 72, Isoniazid | 73, Kanamycin | 74, Levofloxacin | 75, Lincomycin | 76, Linezolid | 77, Lomefloxacin | 78, Meropenem | 79, Methenamine hippurate | 80, Methicillin | 81, Metronidazole | 82, Mezlocillin | 83, Minocycline | 84, Moxifloxacin | 85, Nafcillin | 86, Nalidixic Acid | 87, Neomycin | 89, Netilmicin | 90, Nitrofural | 91, Nitrofurantoin | 92, Norfloxacin | 93, Novobiocin | 94, Ofloxacin | 95, Oxacillin | 96, Oxytetracycline | 97, Piperacillin | 98, Piperacillin/Beta-lactamase inhibitor | 100, Pivmecillinam | 101, Plazomicin | 102, Polymyxin B | 103, Procaine benzylpenicillin | 104, Pyrazinamide | 105, Quinupristin/Dalfopristin | 106, Retapamulin | 107, Rifampicin | 108, Rifapentine | 109, Rifaximin | 110, Roxithromycin | 111, Sparfloxacin | 112, Spectinomycin | 113, Streptomycin | 114, Sulfadiazine | 115, Sulfamethoxazole | 116, Sulfamethoxazole/Trimethoprim | 117, Sulfisoxazole | 118, Teicoplanin | 119, Telavancin | 120, Telithromycin | 121, Tetracycline | 122, Ticarcillin | 123, Ticarcillin/Beta-lactamase inhibitor | 124, Tigecycline | 125, Tobramycin | 126, Trimethoprim | 127, Trovafloxacin | 128, Vancomycin | 129, Voriconazole | 130, Xibornol | 88, Other",,,,,,[drug14_antibiotic_type(88)]='1',,,,,,
drug14_antibiotic_type_otherl3,presentation,,text,"Specify other Antibiotics",,,,,,,[drug14_antibiotic_type_otherl2]='88',,,,,,
drug14_nsaid,presentation,,radio,NSAIDs,"1, Yes | 0, No | 99, Unknown",,,,,,,,RH,,,,
drug14_nsaid_type,presentation,,checkbox,NSAIDs,"1, Acetylsalicylic acid (Aspirin) | 3, Diclofenac | 88, Other",,,,,,[drug14_nsaid]='1',,,,,,
drug14_nsaid_type_otherl2,presentation,,dropdown,"Select NSAIDs","1, Acetylsalicylic acid (Aspirin, Ascriptin, Ecotrin) | 2, Celecoxib (Celebrex) | 3, Diclofenac (Voltaren, Cataflam) | 4, Etoricoxib (Arcoxia) | 5, Flurbiprofen (Ansaid, Ocufen) | 6, Ibuprofen (Advil, Motrin) | 7, Indomethacin (Indocin) | 8, Ketoprofen (Orudis, Oruvail) | 9, Ketorolac (Toradol) | 10, Mefenamic Acid (Ponstel) | 11, Meloxicam (Mobic) | 12, Nabumetone (Relafen) | 13, Naproxen (Aleve, Naprosyn) | 14, Piroxicam (Feldene) | 15, Sulindac (Clinoril) | 88, Other",,,,,,[drug14_nsaid_type(88)]='1',,,,,,
drug14_nsaid_type_otherl3,presentation,,text,"Specify other NSAIDs",,,,,,,[drug14_nsaid_type_otherl2]='88',,,,,,
drug14_nsaid_dose,presentation,,text,"total NSAID dose mg/day",,,number,,,,[drug14_nsaid]='1',,,,,,
drug14_nsaid_dur,presentation,,text,"Duration of NSAID use (days)",,,number,,,,[drug14_nsaid]='1',,,,,,
drug14_analg,presentation,,radio,"Analgesics/antipyretics (non-NSAID)","1, Yes | 0, No | 99, Unknown",,,,,,,,RH,,,,
drug14_analg_type,presentation,,checkbox,"Select Analgesics/antipyretics (non-NSAID)","1, Paracetamol (Acetaminophen) | 2, Metamizole (Dipyrone) |  88, Other",,,,,,[drug14_analg]='1',,,,,,
drug14_opio,presentation,,radio,Opioids,"1, Yes | 0, No | 99, Unknown",,,,,,,,RH,,,,
drug14_ivfluid,presentation,,radio,"Intravenous (parenteral) fluids","1, Yes | 0, No | 99, Unknown",,,,,,,,RH,,,,
drug14_ivfluid_type,presentation,,checkbox,"Intravenous fluid type","4, 0.9% Sodium Chloride (Normal Saline) | 17, Hartmann's Solution / Ringer's Lactate | 88, Other",,,,,,"[drug14_ivfluid] = '1'",,,,,,
drug14_ivfluid_type_otherl2,presentation,,dropdown,"Select Intravenous fluid type","1, 0.18%-0.3% Sodium Chloride + 4% Glucose (Hypotonic saline with dextrose)  | 2, 0.45% Sodium Chloride (Half-normal saline) | 3, 0.45% normal saline + 4% Glucose (Half-normal saline with dextrose) | 4, 0.9% Sodium Chloride (Normal Saline) | 5, 5% Glucose (Dextrose 5% in Water) | 6, Albumin | 7, Gelatins | 8, Lactated Ringers(USP) | 9, Plasmalyte | 10, Ringers acetate | 11, Starches | 88, Other",,,,,,[drug14_ivfluid_type(88)]='1',,,,,,
drug14_ivfluid_type_otherl3,presentation,,text,"Specify other Intravenous fluid type",,,,,,,[drug14_ivfluid_type_otherl2]='88',,,,,,
drug14_ivfluid_vol,presentation,,text,"Total intravenous fluid volume in the previous 24 hours (mL)",,,number,0,3000,,"[drug14_ivfluid] = '1'",,,,,,
drug14_ivfluid_reas,presentation,,checkbox,"Indication / reason","1, Shock | 2, High/rising haematocrit | 3, Anorexia | 4, Persistent vomiting | 88, Other",,,,,,"[drug14_ivfluid] = '1'",,,,,,
drug14_antihypertensive,presentation,,radio,"Antihypertensive medication","1, Yes | 0, No | 99, Unknown",,,,,,,,RH,,,,
drug14_antihypertensive_type,presentation,,checkbox,"Select Antihypertensive medication","1, Diuretics | 2, ACE inhibitors | 3, ARBs | 4, Calcium channel blockers | 5, Beta-blockers",,,,,,[drug14_antihypertensive]='1',,,,,,
vacci_covid19,presentation,VACCINATION,radio,"Vaccinated for COVID-19 (ever)","1, Yes | 0, No | 99, Unknown",,,,,,,,RH,,,,
vacci_covid19_lastdate,presentation,,text,"Date of most recent COVID-19 vaccine",,,date_dmy,,today,,"[vacci_covid19] = '1'",,,,,,
vacci_influenza,presentation,,radio,"Vaccinated for seasonal influenza (ever)","1, Yes | 0, No | 99, Unknown",,,,,,,,RH,,,,
vacci_influenza_date,presentation,,text,"Date of most recent seasonal influenza vaccine",,,date_dmy,,today,,"[vacci_influenza] = '1'",,,,,,
vacci_pneumococo,presentation,,radio,"Vaccinated for pneumococcal disease","1, Yes | 0, No | 99, Unknown",,,,,,,,RH,,,,
vacci_pneumococo_date,presentation,,text,"Date of most recent pneumococcal disease vaccine",,,date_dmy,,today,,[vacci_pneumococo]='1',,,,,,
vacci_shingles,presentation,,radio,"Vaccinated for shingles (ever)","1, Yes | 0, No | 99, Unknown",,,,,,,,RH,,,,
vacci_shingles_date,presentation,,text,"Date of most recent shingles vaccine",,,date_dmy,,,,[vacci_shingles]='1',,,,,,
preg_pregnant,presentation,"PREGNANCY PRESENTATION",radio,Pregnant,"1, Yes | 0, No | 99, Unknown",,,,,,,,RH,,,,
preg_postpartum,presentation,,radio,"Post-partum (within 6 weeks of delivery)","1, Yes | 0, No | 99, Unknown",,,,,,"[preg_pregnant]='0' or [preg_pregnant]='99'",,RH,,,,
preg_geswek,presentation,,text,"Gestational weeks at presentation",,,number,0,45,,"[preg_pregnant] = '1'",,,,,,
preg_delvdate,presentation,,text,"Delivery date",,,date_dmy,,,,"[preg_postpartum] = '1'",,,,,,
preg_bboutc,presentation,,radio,"Pregnancy outcome","1, Livebirth (even if infant died after birth) | 2, Miscarriage (<22 weeks) | 3, Termination by choice | 4, Termination - ultrasound abnormality | 5, Termination - other/unknown reason | 6, Stillbirth (intra-uterine / intrapartum death from 22 gest weeks) | 7, Ectopic pregnancy | 99, Unknown",,,,,,"[preg_postpartum] = '1'",,,,,,
preg_brefed,presentation,,radio,Breastfeeding,"1, Yes-currently breastfeeding | 2, Yes-breastfeeding discontinued | 0, No | 99, Unknown",,,,,,"[preg_postpartum] = '1'",,,,,,
preg_brefedduration,presentation,,text,"How long did breastfeeding last? (weeks)",,,number,0,,,"[preg_postpartum] = '1'",,,,,,
preg_bbtest,presentation,,radio,"Baby tested for mother's infection of interest","1, Yes | 0, No | 99, Unknown",,,,,,"[preg_postpartum] = '1'",,RH,,,,
preg_bbresl,presentation,,radio,"If yes: specify test result from mother's infection of interest ","1, Positive | 0, Negative | 99, Unknown",,,,,,"[preg_bbtest] = '1'",,RH,,,,
infa_brtwei,presentation,"INFANT (<12 MONTHS) OR POST-PARTUM BIRTH (<6 WEEKS)",text,"Birth weight",,,number,0,,,"[preg_postpartum] = '1' or [demog_calcage_days]<365",,,,,,
infa_brtwei_units,presentation,,radio,"Birth weight (select units)","1, g | 2, lb",,,,,,"[preg_postpartum] = '1' or [demog_calcage_days]<365",,RH,,,,
infa_outcome,presentation,,radio,"Preterm birth (< 37wk GA)","1, Yes | 0, No | 99, Unknown",,,,,,"[preg_postpartum] = '1' or [demog_calcage_days]<365",,RH,,,,
infa_brefed,presentation,,radio,Breastfed,"1, Yes-currently breastfeeding | 2, Yes-breastfeeding discontinued | 0, No | 99, Unknown",,,,,,"[preg_postpartum] = '1' or [demog_calcage_days]<365",,,,,,
infa_brefedduration,presentation,,text,"How long did breastfeeding last? (weeks)",,,number,0,260,,"[infa_brefed] = '2'",,,,,,
daily_date,daily,"DAILY ASSESSMENT",text,"DATE OF ASSESSMENT",,,date_dmy,,today,,,,,,,,
asses_lvlcare,daily,,radio,"Current level of care","1, Home confinement | 2, Admitted to hospital ward for isolation only | 3, Admitted to hospital ward for clinical care and/or treatment (and probably isolation) | 4, High dependency unit (HDU) | 5, Intensive care unit (ICU) | 99, Unknown",,,,,,,,,,,,
sympt_dailydata,daily,"SYMPTOMS: Indicate if experienced between 00:00 to 24:00 on day of assessment.",radio,"Did the patient report symptoms on this date?","1, Yes | 0, No",,,,,,,,RH,,,,
sympt_fever,daily,,radio,Fever,"1, Yes | 0, No | 99, Unknown",,,,,,[sympt_dailydata]='1',,RH,,,,
sympt_rigchill,daily,,radio,"Chills or rigors","1, Yes | 0, No | 99, Unknown",,,,,,[sympt_dailydata]='1',,RH,,,,
sympt_fatigue,daily,,radio,"Fatigue / malaise / lethargy","1, Yes | 0, No | 99, Unknown",,,,,,[sympt_dailydata]='1',,RH,,,,
sympt_weak,daily,,radio,Weakness,"1, Yes | 0, No | 99, Unknown",,,,,,[sympt_dailydata]='1',,RH,,,,
sympt_myalgia,daily,,radio,"Muscle aches (myalgia)","1, Yes | 0, No | 99, Unknown",,,,,,[sympt_dailydata]='1',,RH,,,,
sympt_skinrash,daily,,radio,"Skin rash","1, Yes | 0, No | 99, Unknown",,,,,,[sympt_dailydata]='1',,RH,,,,
sympt_backpain,daily,,radio,"Back Pain","1, Yes | 0, No | 99, Unknown",,,,,,[sympt_dailydata]='1',,RH,,,,
sympt_neckpain,daily,,radio,"Neck Pain","1, Yes | 0, No | 99, Unknown",,,,,,[sympt_dailydata]='1',,RH,,,,
sympt_cough,daily,,radio,Cough,"1, Yes | 0, No | 99, Unknown",,,,,,[sympt_dailydata]='1',,RH,,,,
sympt_cough_type,daily,,radio,"Cough type","1, Non Productive  | 2, Productive |3, Haemoptysis |99, Unknown",,,,,,[sympt_cough]='1',,,,,,
sympt_shortbreat,daily,,radio,"Shortness of breath","1, Yes | 0, No | 99, Unknown",,,,,,[sympt_dailydata]='1',,RH,,,,
sympt_chestpain,daily,,radio,"Chest pain","1, Yes | 0, No | 99, Unknown",,,,,,[sympt_dailydata]='1',,RH,,,,
sympt_abdpain,daily,,radio,"Abdominal pain","1, Yes | 0, No | 99, Unknown",,,,,,[sympt_dailydata]='1',,RH,,,,
sympt_diarrhoea,daily,,radio,Diarrhoea,"1, Yes | 0, No | 99, Unknown",,,,,,[sympt_dailydata]='1',,RH,,,,
sympt_vomit,daily,,radio,Vomiting,"1, Yes | 0, No | 99, Unknown",,,,,,[sympt_dailydata]='1',,RH,,,,
sympt_nausea,daily,,radio,Nausea,"1, Yes | 0, No | 99, Unknown",,,,,,[sympt_dailydata]='1',,RH,,,,
sympt_anorexia,daily,,radio,Anorexia,"1, Yes | 0, No | 99, Unknown",,,,,,[sympt_dailydata]='1',,RH,,,,
sympt_urine,daily,,radio,"Urinary retention","1, Yes | 0, No | 99, Unknown",,,,,,[sympt_dailydata]='1',,RH,,,,
sympt_polyuria,daily,,radio,"Increased urination (polyuria)","1, Yes | 0, No | 99, Unknown",,,,,,[sympt_dailydata]='1',,RH,,,,
sympt_haemorrhag,daily,,radio,"Bleeding (haemorrhage)","1, Yes | 0, No | 99, Unknown",,,,,,[sympt_dailydata]='1',,RH,,,,
sympt_haemorrhag_sev,daily,,radio,"Severe bleeding (requires intervention)","1, Yes | 0, No | 99, Unknown",,,,,,[sympt_haemorrhag]='1',,RH,,,,
sympt_haemorrhag_site,daily,,checkbox,"Specify bleeding site(s)","5, GI tract  | 4, Gums  | 12, Intra-articular  | 8, Intracranial  | 14, Intramuscular (with compartment syndrome)  | 10, Intraocular  | 9, Intraspinal  | 3, Nose  | 13, Pericardial  | 88, Other",,,,,,"[sympt_haemorrhag] = '1'",,,,,,
sympt_haemorrhag_site_otherl2,daily,,dropdown,"Select Specify bleeding site(s)","2, Petechiae  | 11, Retroperitoneal  | 1, Skin  | 6, Urinary tract | 7, Vagina  | 88, Other",,,,,,[sympt_haemorrhag_site(88)]='1',,,,,,
sympt_haemorrhag_site_otherl3,daily,,text,"Specify other Specify bleeding site(s)",,,,,,,[sympt_haemorrhag_site_otherl2]='88',,,,,,
sympt_headache,daily,,radio,Headache,"1, Yes | 0, No | 99, Unknown",,,,,,[sympt_dailydata]='1',,RH,,,,
sympt_photoph,daily,,radio,Photophobia,"1, Yes | 0, No | 99, Unknown",,,,,,[sympt_dailydata]='1',,RH,,,,
sympt_hazyvision,daily,,radio,"Hazy / Blurred vision","1, Yes | 0, No | 99, Unknown",,,,,,[sympt_dailydata]='1',,RH,,,,
sympt_seizconv,daily,,radio,"Seizures / convulsions","1, Yes | 0, No | 99, Unknown",,,,,,[sympt_dailydata]='1',,RH,,,,
sympt_confusion,daily,,radio,"Altered consciousness / confusion","1, Yes | 0, No | 99, Unknown",,,,,,[sympt_dailydata]='1',,RH,,,,
sympt_unlisted,daily,,radio,"Other symptom(s)","1, Yes | 0, No | 99, Unknown",,,,,,[sympt_dailydata]='1',,RH,,,,
sympt_unlisted_0item,daily,,dropdown," Select other symptom(s)","1, Abdominal pain | 2, Abnormal weight loss | 3, Alopecia (Nonscarring hair loss) | 4, Altered consciousness / Confusion (Disorientation) | 5, Anorexia | 6, Apnoea | 7, Ascites | 8, Bleeding (Haemorrhage) | 9, Bruising (Spontaneous ecchymoses) | 10, Can't feel one side of the body or face (Hemiplegia) | 11, Can't fully move or control movement (Paralytic syndrome) | 12, Cardiac arrhythmia | 13, Changes in menstruation (Irregular menstruation) | 14, Changes in skin texture | 15, Chest pain | 16, Chest pain on breathing | 17, Chills (without fever) | 18, Cognitive impairment (Unspecified intellectual disabilities) | 19, Conjunctivitis | 20, Constipation | 21, Convulsions | 22, Cough | 23, Diarrhea | 24, Difficulty eating or drinking (Dysphagia) | 25, Difficulty in walking | 26, Disorders of nose and nasal sinuses | 27, Disturbance in attention (Altered mental status) | 28, Dizziness/light headedness (Dizziness and giddiness) | 29, Dry skin (Xerosis cutis) | 30, Ear pain (Otalgia) | 31, Erectile dysfunction | 32, Fainting / blackouts (Syncope and collapse) | 33, Fecal incontinence | 34, Feeding difficulty | 35, Fever | 36, Gastrointestinal bleeding (Gastrointestinal hemorrhage) | 37, Headache | 38, Hepatomegaly | 39, Increased thirst (Polydipsia) | 40, Increased urination (polyuria) | 41, Irritability | 42, Itchy eye | 43, Jaundice | 44, Joint pain (Arthralgia) | 45, Keratitis | 46, Limb weakness / paralysis (Monoplegia) | 47, Localized edema | 48, Loss of appetite (Anorexia) | 49, Loss of smell (Anosmia) | 50, Loss of taste (Parageusia) | 51, Lymphadenitis | 52, Malaise and fatigue | 53, Mouth ulcers (Recurrent oral aphthae) | 54, Mucosal lesion | 55, Muscle aches (Myalgia) | 56, Muscle weakness | 57, Nasal congestion | 58, Nausea or vomiting | 59, Pain during urination (Dysuria) | 60, Pallor | 61, Palpitations | 62, Paresthesia of skin | 63, Problems swallowing or chewing (Dysphagia) | 64, Pruritus | 65, Rapid heart beat/Pulse (Tachycardia) | 66, Rashes or skin lesions | 67, Retention of urine | 68, Shortness of breath (Dyspnea) | 69, Skin lesion | 70, Skin rash | 71, Sleep disorder | 72, Sneezing | 73, Sore throat (Pain in throat) | 74, Speech disturbances | 75, Spontaneous bruising (Spontaneous ecchymoses) | 76, Sweating (hyperhidrosis) | 77, Swollen lymph nodes (Enlarged lymph nodes) | 78, Tinnitus | 79, Tremor | 80, Urinary incontinence | 81, Visual disturbances | 82, Wheezing | 88, Other",,,,,,[sympt_unlisted]='1',,,,,,
sympt_unlisted_0otherl2,daily,,text," Specify other symptom(s)",,,,,,,[sympt_unlisted_0item]='88',,,,,,
sympt_unlisted_0addi,daily,,radio," Any additional other symptom(s) ?","1, Yes | 0, No | 99, Unknown",,,,,,[sympt_unlisted]='1',,RH,,,,
sympt_unlisted_1item,daily,,dropdown,"> Select additional other symptom(s) 2","1, Abdominal pain | 2, Abnormal weight loss | 3, Alopecia (Nonscarring hair loss) | 4, Altered consciousness / Confusion (Disorientation) | 5, Anorexia | 6, Apnoea | 7, Ascites | 8, Bleeding (Haemorrhage) | 9, Bruising (Spontaneous ecchymoses) | 10, Can't feel one side of the body or face (Hemiplegia) | 11, Can't fully move or control movement (Paralytic syndrome) | 12, Cardiac arrhythmia | 13, Changes in menstruation (Irregular menstruation) | 14, Changes in skin texture | 15, Chest pain | 16, Chest pain on breathing | 17, Chills (without fever) | 18, Cognitive impairment (Unspecified intellectual disabilities) | 19, Conjunctivitis | 20, Constipation | 21, Convulsions | 22, Cough | 23, Diarrhea | 24, Difficulty eating or drinking (Dysphagia) | 25, Difficulty in walking | 26, Disorders of nose and nasal sinuses | 27, Disturbance in attention (Altered mental status) | 28, Dizziness/light headedness (Dizziness and giddiness) | 29, Dry skin (Xerosis cutis) | 30, Ear pain (Otalgia) | 31, Erectile dysfunction | 32, Fainting / blackouts (Syncope and collapse) | 33, Fecal incontinence | 34, Feeding difficulty | 35, Fever | 36, Gastrointestinal bleeding (Gastrointestinal hemorrhage) | 37, Headache | 38, Hepatomegaly | 39, Increased thirst (Polydipsia) | 40, Increased urination (polyuria) | 41, Irritability | 42, Itchy eye | 43, Jaundice | 44, Joint pain (Arthralgia) | 45, Keratitis | 46, Limb weakness / paralysis (Monoplegia) | 47, Localized edema | 48, Loss of appetite (Anorexia) | 49, Loss of smell (Anosmia) | 50, Loss of taste (Parageusia) | 51, Lymphadenitis | 52, Malaise and fatigue | 53, Mouth ulcers (Recurrent oral aphthae) | 54, Mucosal lesion | 55, Muscle aches (Myalgia) | 56, Muscle weakness | 57, Nasal congestion | 58, Nausea or vomiting | 59, Pain during urination (Dysuria) | 60, Pallor | 61, Palpitations | 62, Paresthesia of skin | 63, Problems swallowing or chewing (Dysphagia) | 64, Pruritus | 65, Rapid heart beat/Pulse (Tachycardia) | 66, Rashes or skin lesions | 67, Retention of urine | 68, Shortness of breath (Dyspnea) | 69, Skin lesion | 70, Skin rash | 71, Sleep disorder | 72, Sneezing | 73, Sore throat (Pain in throat) | 74, Speech disturbances | 75, Spontaneous bruising (Spontaneous ecchymoses) | 76, Sweating (hyperhidrosis) | 77, Swollen lymph nodes (Enlarged lymph nodes) | 78, Tinnitus | 79, Tremor | 80, Urinary incontinence | 81, Visual disturbances | 82, Wheezing | 88, Other",,,,,,[sympt_unlisted_0addi]='1',,,,,,
sympt_unlisted_1otherl2,daily,,text,"> Specify other symptom(s) 2",,,,,,,[sympt_unlisted_1item]='88',,,,,,
sympt_unlisted_1addi,daily,,radio,"> Any additional other symptom(s) ?","1, Yes | 0, No | 99, Unknown",,,,,,[sympt_unlisted_0addi]='1',,RH,,,,
